mark_id,fewshot_acc
57df26ef,0.9206349239462898
9f8c5989,0.8237288212877208
8ee7122a,0.8170212855998505
70d4e0fc,0.664000009894371
54d6f792,1.0
ee8b7d4f,0.7134328464518732
107eb3c7,1.0
584232ee,0.7166666770974796
42081c0a,0.9681818200783296
34cf5e06,0.8363636461171237
39775a3a,0.76923077748372
f0c6cba8,0.732142868318728
f8303a81,0.8666666740911049
cf39e700,0.896875006146729
744ab6ca,0.8588235378265381
51cb43b2,0.9133333380023638
6cd515a4,0.8943396278147427
0364dbc0,0.9148148198922476
